,WeekAct:2015-07-05,WeekAct:2015-07-12,WeekAct:2015-07-19,WeekAct:2015-07-26,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type,WeekPred:2015-07-05,WeekPred:2015-07-12,WeekPred:2015-07-19,WeekPred:2015-07-26,Stores,Type
X405,20635,32470,17502,29320,17920.4078,31273.8571,21082.1354,28620.75773,405,tdfp_arima,19028.75825,31305.94221,22420.82679,28851.06978,405,tdfp_arima,19025.68003,31305.75592,22417.82379,28850.42424,405,tdfp_arima
X406,38470,49199,39036,45640,37606.91269,47529.35681,40094.32962,45808.2979,406,tdfp_arima,39121.53321,47176.59472,42097.81553,45648.92925,406,tdfp_arima,39117.67585,47177.55285,42093.41693,45649.32463,406,tdfp_arima
X408,25537,34701,25010,34748,24110.96631,29437.33896,26816.86198,27836.23989,408,tdfp_arima,24833.93395,30800.52566,26987.33321,29424.30852,408,tdfp_arima,24832.23693,30794.86712,26988.98067,29417.81048,408,tdfp_arima
X409,30724,42115,32184,40118,26500.65505,40073.38255,30257.01257,37149.85909,409,tdfp_arima,27567.97042,39775.95858,31768.93456,37020.61345,409,tdfp_arima,27565.72617,39776.51603,31766.37541,37020.84349,409,tdfp_arima
X410,30199,45137,26480,39999,32242.4509,40798.29696,36458.46299,38299.98819,410,tdfp_arima,33209.24121,42687.58783,36690.2246,40485.01784,410,tdfp_arima,33204.08828,42670.40593,36695.22706,40465.28684,410,tdfp_arima
X411,48195,64022,50609,58601,46177.99366,61109.51534,50290.90241,57891.51213,411,tdfp_arima,48037.81494,60655.96154,52803.90401,57690.10556,411,tdfp_arima,48029.73373,60657.96884,52794.68888,57690.9339,411,tdfp_arima
X414,36778,43908,38237,37249,34484.76475,43618.70161,35794.5118,41353.15483,414,tdfp_arima,35873.64058,43294.96435,37583.13879,41209.28577,414,tdfp_arima,35870.5595,43295.72965,37579.6254,41209.60159,414,tdfp_arima
X415,35669,42844,35685,37391,32648.4852,40209.88939,34360.13853,38533.51932,415,tdfp_arima,33963.40477,39911.45227,36077.09088,38399.45987,415,tdfp_arima,33959.53242,39912.41413,36072.67518,38399.8568,415,tdfp_arima
X416,62834,78204,56190,64512,55707.66219,72883.97516,58545.40527,68959.89029,416,tdfp_arima,59153.09785,72958.74977,62262.97128,69514.81248,416,tdfp_arima,59141.19096,72958.02918,62251.35533,69512.31545,416,tdfp_arima
X417,34830,45661,30839,40429,32819.20432,46563.55017,36683.15635,43570.9669,417,tdfp_arima,34849.02307,46611.3216,39012.49466,43921.5837,417,tdfp_arima,34843.38924,46610.98065,39006.9985,43920.40222,417,tdfp_arima
X418,25556,35938,22583,33639,24129.51834,34110.81034,25891.0109,32401.3092,418,tdfp_arima,25621.89299,34145.80599,27535.06036,32662.04345,418,tdfp_arima,25618.0218,34145.57171,27531.28377,32661.23161,418,tdfp_arima
X419,28254,34519,24302,30417,25831.62251,32782.12015,28520.57684,30801.6347,419,tdfp_arima,26606.18405,34300.19725,28701.87835,32558.88028,419,tdfp_arima,26604.0181,34292.97514,28703.98105,32550.5867,419,tdfp_arima
X421,56795,63242,56897,67095,52447.3373,55668.50981,55281.76112,52630.58404,421,tdfp_arima,54019.9714,58246.41171,55633.17992,55633.17992,421,tdfp_arima,54008.95722,58209.68613,55643.87248,55591.00573,421,tdfp_arima
X422,25482,30485,21177,23196,23455.823,27948.03595,24999.66616,26374.87687,422,tdfp_arima,24906.5306,27976.70897,26587.11625,26587.11625,422,tdfp_arima,24904.58632,27976.5913,26585.21948,26586.70851,422,tdfp_arima
X423,81096,89292,79174,74966,74060.8502,84777.81969,74104.42188,79524.10042,423,tdfp_arima,77843.39756,84533.9204,77202.8575,80150.20954,423,tdfp_arima,77704.40014,84550.32191,77139.52645,80122.53759,423,tdfp_arima
X424,40149,45802,34648,38244,37456.96331,48856.49023,41097.06305,46308.09271,424,tdfp_arima,38965.5446,48493.87818,43150.65486,46146.98525,424,tdfp_arima,38962.19269,48494.71077,43146.83262,46147.32883,424,tdfp_arima
X425,16894,19315,15628,19170,17279.4623,21182.02267,17823.34267,20536.5699,425,tdfp_arima,17975.39361,21024.81006,18713.96278,20465.12246,425,tdfp_arima,17974.39921,21025.05705,18712.82885,20465.22439,425,tdfp_arima
X426,25234,33037,22873,28999,24614.34523,31751.8349,25934.52435,30464.15672,426,tdfp_arima,26136.7057,31784.41039,27581.33687,30709.30265,426,tdfp_arima,26133.60636,31784.22282,27578.31326,30708.65268,426,tdfp_arima
X431,52108,65314,47652,54974,50086.14717,63438.11133,52379.9869,61710.86637,431,tdfp_arima,52103.36955,62967.27474,54997.3786,61496.17213,431,tdfp_arima,52096.46549,62968.98964,54989.5058,61496.87981,431,tdfp_arima
X432,60378,76447,63791,71751,59317.17472,70744.8349,61120.18917,68489.48887,432,tdfp_arima,62985.85334,70817.41489,65001.251,69040.62573,432,tdfp_arima,62976.98595,70816.87824,64992.60029,69038.76612,432,tdfp_arima
X433,34249,46080,34745,40105,28744.87666,38519.15001,30125.13837,35778.44878,433,tdfp_arima,30522.70433,38558.66837,32038.05007,36066.35897,433,tdfp_arima,30519.293,38558.46192,32034.7221,36065.64358,433,tdfp_arima
X435,15909,19636,15119,16581,15973.15313,20247.82599,16559.13552,19588.9763,435,tdfp_arima,16961.06879,20268.59905,17610.62161,19746.60934,435,tdfp_arima,16960.08538,20268.53953,17609.66223,19746.40311,435,tdfp_arima
X436,30890,36690,26695,33552,27703.27347,34570.18738,28788.47215,33247.00412,436,tdfp_arima,28819.02436,34313.60804,30227.01218,33131.33664,436,tdfp_arima,28815.85502,34314.39527,30223.39813,33131.66151,436,tdfp_arima
X437,39900,49552,38009,47403,39490.51143,39612.08236,42314.20482,40284.91979,437,tdfp_arima,40674.63493,41446.44191,42583.19059,42583.19059,437,tdfp_arima,40664.99345,41414.29342,42592.55054,42546.27257,437,tdfp_arima
X438,29547,36834,25033,34726,26283.84172,37791.49617,29475.38194,35306.65906,438,tdfp_arima,27342.42491,37511.00833,30948.24638,35183.82597,438,tdfp_arima,27338.42223,37512.00255,30943.68206,35184.23625,438,tdfp_arima
X439,34894,47790,33053,40433,34121.14347,47486.6375,36626.53149,44875.53383,439,tdfp_arima,36231.48521,47535.35596,38952.27419,45236.64852,439,tdfp_arima,36225.73146,47535.00775,38946.66104,45235.44189,439,tdfp_arima
X440,29941,35606,26400,34581,26177.65915,34750.9938,27788.67318,32930.07637,440,tdfp_arima,27231.96583,34493.07251,29177.25395,32815.51149,440,tdfp_arima,27229.66698,34493.64353,29174.63253,32815.74713,440,tdfp_arima
X441,36631,42146,30475,35830,34782.29986,43693.93812,36816.81832,41893.27957,441,tdfp_arima,36183.15894,43369.64245,38656.52926,41747.5314,441,tdfp_arima,36180.10629,43370.4007,38653.04828,41747.8443,441,tdfp_arima
X442,23074,31640,21784,32403,22078.35047,28110.78282,24415.97956,26558.50731,442,tdfp_arima,22740.3701,29412.53924,24571.18869,28073.68079,442,tdfp_arima,22738.03511,29404.75347,24573.4555,28064.73991,442,tdfp_arima
X443,27154,35131,25923,32550,26940.42203,31828.3154,28974.62221,30528.67434,443,tdfp_arima,28025.44903,31592.08618,30422.46403,30422.46403,443,tdfp_arima,28021.77119,31592.99972,30418.27013,30422.84102,443,tdfp_arima
X444,67370,76919,62744,68279,65305.97234,67504.60794,69818.71213,66470.37869,444,tdfp_arima,67264.17277,70630.61684,70262.54041,70262.54041,444,tdfp_arima,67248.67708,70578.9481,70277.58362,70203.20611,444,tdfp_arima
X445,49388,55283,46404,49404,45230.18352,51472.9381,45950.99661,49906.23535,445,tdfp_arima,48027.60279,51525.74627,48868.83213,50307.83224,445,tdfp_arima,48020.89664,51525.34042,48862.28985,50306.42588,445,tdfp_arima
X446,22900,30181,21197,31528,23959.35118,30973.53733,25145.24487,29769.10074,446,tdfp_arima,25441.20125,31005.31434,26741.93905,30008.65354,446,tdfp_arima,25438.16365,31005.13051,26738.97569,30008.01651,446,tdfp_arima
X447,31673,35934,27114,26337,26747.9543,33207.52202,28025.85821,31443.03798,447,tdfp_arima,28402.2753,33241.59096,29805.46802,31696.061,447,tdfp_arima,28400.45405,33241.48074,29803.69128,31695.67906,447,tdfp_arima
X448,45255,55308,41534,46728,43144.62364,54011.71963,45320.16726,51675.88086,448,tdfp_arima,45813.05415,54067.13243,48197.94584,52091.71814,448,tdfp_arima,45806.55495,54066.73911,48191.60546,52090.35518,448,tdfp_arima
X449,52613,70210,55694,66478,57757.40044,67052.14045,61470.41726,64851.85347,449,tdfp_arima,61329.60936,67120.93195,65373.71817,65373.71817,449,tdfp_arima,61311.72659,67119.84971,65356.27238,65369.96793,449,tdfp_arima
X450,45612,60829,48872,61572,42697.00576,54325.73763,46463.72125,50661.92523,450,tdfp_arima,43977.27604,56841.45832,46759.08495,53552.20834,450,tdfp_arima,43969.80736,56816.55482,46766.33554,53523.61016,450,tdfp_arima
X451,29540,38092,30593,32964,26590.90269,35745.95088,28503.80877,34003.03534,451,tdfp_arima,28235.51029,35782.6241,30313.7679,34276.65873,451,tdfp_arima,28233.53823,35782.50475,30311.84403,34276.24517,451,tdfp_arima
X452,23544,33613,22774,33460,21691.2825,32041.49549,23707.75703,29520.73862,452,tdfp_arima,23032.85591,32074.36816,25213.17238,29758.29284,452,tdfp_arima,23027.20635,32074.02626,25207.66088,29757.10806,452,tdfp_arima
X453,68516,76914,76366,80155,58376.95649,69752.72147,56468.58801,64189.68219,453,tdfp_arima,61987.48402,69824.2836,60054.27851,64706.21838,453,tdfp_arima,61977.99803,69823.70952,60045.02431,64704.22905,453,tdfp_arima
X454,31089,41368,28189,39779,25944.8245,38107.46569,28069.37847,36054.33609,454,tdfp_arima,27549.47313,38146.56167,29851.75177,36344.46636,454,tdfp_arima,27544.98381,38146.28999,29847.37215,36343.52489,454,tdfp_arima
X455,50535,52056,41134,46782,42018.14938,49045.04838,41308.73323,49273.03769,455,tdfp_arima,43710.4327,48681.03686,43372.90205,49101.61509,455,tdfp_arima,43705.51033,48682.25952,43367.289,49102.11964,455,tdfp_arima
X456,30409,38117,25658,34517,29977.05771,39030.17838,31826.10229,37057.14472,456,tdfp_arima,31831.09394,39070.22102,33847.02324,37355.34461,456,tdfp_arima,31825.93242,39069.90865,33841.98785,37354.26218,456,tdfp_arima
X458,39550,51795,45534,43760,37133.50186,46170.80314,40537.5925,43708.32153,458,tdfp_arima,38246.9504,48308.88446,40795.28458,46201.89877,458,tdfp_arima,38243.8061,48298.40013,40798.33707,46189.85899,458,tdfp_arima
X459,47835,63968,41724,61490,43035.09452,59429.47212,46569.41512,55730.5191,459,tdfp_arima,45696.75081,59490.44322,49526.51951,56178.98416,459,tdfp_arima,45680.94869,59489.48689,49511.10353,56175.67026,459,tdfp_arima
X460,18908,25854,19400,26624,16248.69014,25334.5342,17848.25024,23411.52088,460,tdfp_arima,17253.64735,25360.52592,18981.59364,23599.91405,460,tdfp_arima,17251.28507,25360.38296,18979.28909,23599.41865,460,tdfp_arima
X461,25509,29714,23398,30442,24013.66131,29458.75788,25532.21325,28399.12463,461,tdfp_arima,24980.81287,29240.11547,26808.04028,28300.32309,461,tdfp_arima,24978.2627,29240.74891,26805.13228,28300.58449,461,tdfp_arima
X462,24502,26914,23753,28615,23471.73594,30485.93109,24901.50459,28981.17916,462,tdfp_arima,24923.42773,30517.20783,26482.72153,29214.39153,462,tdfp_arima,24920.21572,30517.01345,26479.58801,29213.71793,462,tdfp_arima
X463,31570,39318,27243,30854,29880.99372,38519.69329,31452.38731,36434.05368,463,tdfp_arima,31729.08853,38559.2122,33449.57778,36727.23954,463,tdfp_arima,31724.8952,38558.95843,33445.48691,36726.36015,463,tdfp_arima
X464,59201,70404,58558,59418,56671.22639,63084.12631,59795.21019,60376.2901,464,tdfp_arima,58370.51385,66005.43119,60175.32039,63820.78161,464,tdfp_arima,58362.37857,65978.30499,60183.21811,63789.63097,464,tdfp_arima
X465,41346,56460,43438,49920,39408.24848,51710.24143,41841.49155,49276.09475,465,tdfp_arima,40995.41789,51326.44889,43932.28193,49104.66151,465,tdfp_arima,40988.10516,51328.2653,43923.94311,49105.41108,465,tdfp_arima
X466,39394,51245,33316,44861,35301.27181,50365.08011,38207.21529,47279.03136,466,tdfp_arima,37484.60272,50416.75168,40633.32959,47659.48707,466,tdfp_arima,37476.67969,50416.27219,40625.60016,47657.82551,466,tdfp_arima
X467,77896,87564,67454,73051,68718.32804,82505.39683,71261.54312,78939.81118,467,tdfp_arima,72968.45395,82590.04245,75786.56929,79575.04208,467,tdfp_arima,72950.93104,82588.98198,75769.47457,79571.36731,467,tdfp_arima
X468,34052,41103,32814,44479,34074.23346,37548.27399,37006.27825,36657.6883,468,tdfp_arima,35095.94979,39287.06253,37241.52224,38749.02409,468,tdfp_arima,35088.21314,39261.26549,37249.03298,38719.39981,468,tdfp_arima
X469,59750,79722,52816,71969,57473.93761,74313.97443,63324.7001,69597.39486,469,tdfp_arima,59197.29437,77755.31203,63727.2468,73567.95409,469,tdfp_arima,59182.22847,77705.07639,63741.87278,73510.2655,469,tdfp_arima
X470,62091,79191,57430,69820,64879.09119,78287.87525,68327.46615,76049.24835,470,tdfp_arima,68891.76604,78368.19394,72666.18179,76661.21881,470,tdfp_arima,68868.85509,78366.8074,72643.83069,76656.41409,470,tdfp_arima
X472,30426,36735,25905,30382,25715.15939,31812.33486,27678.64405,30455.05105,472,tdfp_arima,26486.22878,33285.50306,27854.59351,32192.5239,472,tdfp_arima,26484.61179,33280.11137,27856.16329,32186.3323,472,tdfp_arima
X473,16422,22886,15422,20415,17164.92152,22299.67901,18172.95584,21347.13174,473,tdfp_arima,18226.54626,22322.55715,19326.91767,21518.91272,473,tdfp_arima,18224.80528,22322.45179,19325.21922,21518.54761,473,tdfp_arima
X474,39835,49003,35029,45582,38612.9384,43540.88666,43455.86563,41371.82936,474,tdfp_arima,39770.74787,45557.1816,43732.10879,43732.10879,474,tdfp_arima,39765.22302,45538.75958,43737.47231,43710.95369,474,tdfp_arima
X475,31656,41308,30856,35515,31384.77933,40445.72406,33040.38698,38691.18382,475,tdfp_arima,33325.88104,40487.21896,35138.41362,39002.53287,475,tdfp_arima,33321.6403,40486.96232,35134.2765,39001.64354,475,tdfp_arima
X476,31939,39235,28753,37743,27850.08343,37850.48851,29805.96491,35827.44839,476,tdfp_arima,28971.7471,37569.56282,31295.34835,35702.80346,476,tdfp_arima,28967.6278,37570.58602,31290.65105,35703.22569,476,tdfp_arima
X478,36680,46390,32295,42703,32253.8994,43483.1788,35718.02458,40977.01338,478,tdfp_arima,33552.927,43160.44738,37502.82955,40834.45293,478,tdfp_arima,33548.8059,43161.47102,37498.1302,40834.87535,478,tdfp_arima
X479,62207,72279,57897,77872,56279.98437,69621.4061,58676.7597,66678.21501,479,tdfp_arima,59760.81731,69692.83351,62402.66656,67214.7765,479,tdfp_arima,59745.78429,69691.92373,62388.0009,67211.62389,479,tdfp_arima
X480,25098,30608,23300,28958,23349.58867,31818.81454,25048.98758,30105.42819,480,tdfp_arima,24793.72584,31851.45875,26639.56952,30347.68742,480,tdfp_arima,24791.16545,31851.3038,26637.0717,30347.15047,480,tdfp_arima
X481,30548,39132,30193,36220,29192.41461,34464.34123,32520.25376,32714.74482,481,tdfp_arima,30067.74954,36060.31876,32726.98069,34581.1341,481,tdfp_arima,30064.23206,36048.59009,32730.39546,34567.66537,481,tdfp_arima
X482,41226,51081,37877,48018,42519.38312,47887.11027,46095.03455,46712.18386,482,tdfp_arima,43794.32738,50104.67048,46388.05456,49377.13265,482,tdfp_arima,43785.65117,50075.7406,46396.47742,49343.91074,482,tdfp_arima
X483,25117,32220,22563,30480,23402.65762,31611.3361,25202.58413,29793.5854,483,tdfp_arima,24850.07702,31643.76745,26802.91928,30033.33523,483,tdfp_arima,24846.57265,31643.55537,26799.50054,30032.60031,483,tdfp_arima
X484,43665,51336,42150,41955,40022.89427,47779.34371,42247.99315,44572.0199,484,tdfp_arima,42498.25048,47828.36247,44930.69221,44930.69221,484,tdfp_arima,42491.99484,47827.98388,44924.58943,44929.38032,484,tdfp_arima
X486,22197,28565,20303,27423,20650.38876,28586.65645,22898.43339,26854.15084,486,tdfp_arima,21927.58445,28615.98466,24352.45762,27070.24696,486,tdfp_arima,21925.65494,28615.86788,24350.57526,27069.84232,486,tdfp_arima
X487,36875,48802,37639,45750,36752.04973,45408.46264,39049.00815,43474.40401,487,tdfp_arima,38232.24059,45071.4418,41000.26006,43323.15506,487,tdfp_arima,38226.01148,45072.98905,40993.15692,43323.79355,487,tdfp_arima
X488,20332,26306,17831,19871,17787.9467,24066.06154,18833.77101,22437.40887,488,tdfp_arima,18888.10463,24090.75188,20029.69384,22617.96334,488,tdfp_arima,18886.41537,24090.64965,20028.04586,22617.60908,488,tdfp_arima
X489,35972,51917,33542,51792,29927.93224,50427.18086,34149.37231,46343.19525,489,tdfp_arima,31778.93013,50478.91614,36317.81824,46716.12026,489,tdfp_arima,31769.4789,50478.34416,36308.59796,46714.13822,489,tdfp_arima
X491,33695,46791,35345,46632,35175.76789,45120.32627,37119.08697,43143.53438,491,tdfp_arima,36592.47392,44785.44397,38973.90206,42993.43654,491,tdfp_arima,36587.07922,44786.78396,38967.75041,42993.9895,491,tdfp_arima
X493,46183,56948,42833,49932,42533.19357,58843.06953,46980.52105,55340.80846,493,tdfp_arima,44246.22032,58406.33726,49328.10518,55148.27588,493,tdfp_arima,44239.74698,58407.94518,49320.72353,55148.93941,493,tdfp_arima
X494,49497,57274,42296,52151,46001.12536,60279.86639,48959.39882,57597.08888,494,tdfp_arima,48350.56417,60106.44583,51006.47701,58050.56225,494,tdfp_arima,48237.28512,60119.8126,50954.86396,58028.01038,494,tdfp_arima
X495,26283,40274,26089,36984,24899.16577,35243.40789,27548.14178,33080.47528,495,tdfp_arima,25901.98107,34981.83191,28924.70336,32965.38717,495,tdfp_arima,25898.68848,34982.64976,28920.94878,32965.72466,495,tdfp_arima
X496,38227,51907,36185,45805,38551.98533,53309.76777,42299.8002,50229.42734,496,tdfp_arima,40104.6687,52914.10357,44413.49195,50054.67742,496,tdfp_arima,40099.7976,52915.3135,44407.93737,50055.17672,496,tdfp_arima
X497,46710,56102,47730,54045,46443.55886,53461.56514,49420.42553,52139.00177,497,tdfp_arima,49316.02357,53516.41352,52558.5658,52558.5658,497,tdfp_arima,49309.59005,53516.02417,52552.28949,52557.21661,497,tdfp_arima
X499,28319,36068,28820,36149,30042.01332,34631.90654,31927.58678,33408.4818,499,tdfp_arima,30942.82348,36235.64369,32130.5462,35314.44906,499,tdfp_arima,30940.5994,36228.22775,32132.70533,35305.93289,499,tdfp_arima
X502,52598,68567,54188,63491,52930.44744,66810.99663,55280.75449,64401.26585,502,tdfp_arima,56204.11652,66879.54073,58791.01892,64919.50467,502,tdfp_arima,56187.1909,66878.51641,58774.5069,64915.95515,502,tdfp_arima
X503,33331,47105,33618,45993,34339.57195,44447.5366,36920.7764,42324.88823,503,tdfp_arima,35722.60013,44117.64773,38765.68205,42177.63848,503,tdfp_arima,35716.85564,44119.07461,38759.13152,42178.2273,503,tdfp_arima
X504,37177,45538,36182,38250,33271.2645,40468.99408,35865.78433,38721.53111,504,tdfp_arima,34268.9038,42343.03556,36093.77835,40930.60996,504,tdfp_arima,34266.22447,42334.10164,36096.37944,40920.3506,504,tdfp_arima
X505,23577,30360,23033,32100,23363.22359,30145.02081,24354.79719,28663.1517,505,tdfp_arima,24808.20405,30175.9478,25901.29885,28893.8049,505,tdfp_arima,24805.63127,30175.7921,25898.78893,28893.26535,505,tdfp_arima
X506,36508,46350,33206,46741,36523.28657,47231.70279,39269.66339,44982.87283,506,tdfp_arima,38782.19727,47280.1597,41763.24192,45344.85129,506,tdfp_arima,38776.4134,47279.80967,41757.59938,45343.63834,506,tdfp_arima
X507,43637,55748,40687,48637,41859.5631,55029.57444,44670.22266,52242.26672,507,tdfp_arima,44448.51453,55086.03151,47506.7305,52662.66172,507,tdfp_arima,44440.38399,55085.53946,47498.79864,52660.95664,507,tdfp_arima
X508,37107,48241,34062,45170,34017.39781,46880.35632,38754.87508,43882.38953,508,tdfp_arima,36121.32304,46928.45277,41215.76514,44235.51236,508,tdfp_arima,36114.50245,46928.04,41209.11122,44234.082,508,tdfp_arima
X509,30133,41808,30896,39017,28054.80627,39796.61153,30420.63407,37517.03334,509,tdfp_arima,29789.95412,39837.44048,32352.30941,37818.93397,509,tdfp_arima,29785.68541,39837.18215,32348.14501,37818.03877,509,tdfp_arima
X510,43002,52186,41099,48488,39420.27677,51823.3017,42047.88445,48934.06796,510,tdfp_arima,41858.36199,51876.46932,44717.87683,49327.8418,510,tdfp_arima,41851.33897,51876.04429,44711.02542,49326.36898,510,tdfp_arima
X511,31700,36916,34029,32689,29757.63114,35422.89113,30649.30925,34055.35806,511,tdfp_arima,31598.09616,35459.2329,32595.50519,34329.40249,511,tdfp_arima,31596.69004,35459.1478,32594.13342,34329.10761,511,tdfp_arima
X513,95608,115381,88531,93565,87574.98788,109977.1651,91373.44339,106076.1212,513,tdfp_arima,92991.37003,110089.9951,97175.55212,106929.7187,513,tdfp_arima,92967.94782,110088.5776,97152.70226,106924.8068,513,tdfp_arima
